frame,t,x,y,dx,dy,area
356,2.966666666666667,1887.8513513513512,994.6756756756756,-32.14864864864876,-85.32432432432438,74
360,3.0,1887.871794871795,994.8717948717949,-32.12820512820508,-85.12820512820508,78
364,3.033333333333333,1887.871794871795,994.8717948717949,-32.12820512820508,-85.12820512820508,78
368,3.066666666666667,1887.935064935065,994.8701298701299,-32.06493506493507,-85.12987012987014,77
372,3.1,1887.871794871795,994.8717948717949,-32.12820512820508,-85.12820512820508,78
376,3.1333333333333333,1887.8354430379748,994.8860759493671,-32.164556962025245,-85.11392405063293,79
380,3.1666666666666665,1887.5479452054794,994.8493150684931,-32.45205479452056,-85.15068493150693,73
384,3.2,1887.08,994.88,-32.92000000000007,-85.12,75
388,3.2333333333333334,1886.7532467532467,994.8441558441559,-33.246753246753315,-85.15584415584408,77
392,3.2666666666666666,1886.871794871795,994.8717948717949,-33.12820512820508,-85.12820512820508,78
396,3.3,1886.6,994.72,-33.40000000000009,-85.27999999999997,75
400,3.3333333333333335,1886.4794520547946,994.5890410958905,-33.52054794520541,-85.41095890410952,73
404,3.3666666666666667,1886.445945945946,994.6081081081081,-33.55405405405395,-85.39189189189187,74
408,3.4,1886.5405405405406,994.5540540540541,-33.45945945945937,-85.44594594594594,74
412,3.433333333333333,1886.2794117647059,994.25,-33.720588235294144,-85.75,68
416,3.466666666666667,1886.6764705882354,994.5147058823529,-33.32352941176464,-85.48529411764707,68
420,3.5,1886.671875,994.296875,-33.328125,-85.703125,64
424,3.533333333333333,1886.3783783783783,993.7027027027027,-33.62162162162167,-86.29729729729729,74
428,3.566666666666667,1886.445945945946,993.5135135135135,-33.55405405405395,-86.48648648648646,74
432,3.6,1886.5205479452054,993.5068493150685,-33.47945205479459,-86.49315068493149,73
436,3.6333333333333333,1887.5,993.4545454545455,-32.5,-86.5454545454545,66
440,3.6666666666666665,1887.4571428571428,993.3571428571429,-32.5428571428572,-86.64285714285711,70
444,3.7,1886.935064935065,992.7272727272727,-33.06493506493507,-87.27272727272725,77
448,3.7333333333333334,1886.7179487179487,992.6025641025641,-33.28205128205127,-87.39743589743591,78
452,3.7666666666666666,1887.2739726027398,992.5479452054794,-32.72602739726017,-87.45205479452056,73
456,3.8,1887.5857142857144,992.6142857142856,-32.4142857142856,-87.38571428571436,70
460,3.8333333333333335,1887.2428571428572,991.7571428571429,-32.75714285714275,-88.24285714285713,70
464,3.8666666666666667,1887.0972222222222,991.5694444444445,-32.90277777777783,-88.43055555555554,72
468,3.9,1887.3205128205127,991.8717948717949,-32.679487179487296,-88.12820512820508,78
472,3.933333333333333,1887.2465753424658,991.6164383561644,-32.7534246575342,-88.3835616438356,73
476,3.966666666666667,1887.2739726027398,991.5479452054794,-32.72602739726017,-88.45205479452056,73
480,4.0,1887.7142857142858,991.3571428571429,-32.28571428571422,-88.64285714285711,70
484,4.033333333333333,1887.6527777777778,991.1944444444445,-32.34722222222217,-88.80555555555554,72
488,4.066666666666666,1887.16,990.7333333333333,-32.83999999999992,-89.26666666666665,75
492,4.1,1886.695652173913,990.1014492753623,-33.304347826086996,-89.89855072463774,69
496,4.133333333333334,1939.3076923076924,899.5230769230769,19.307692307692378,-180.47692307692307,65
500,4.166666666666667,1887.2432432432433,990.5270270270271,-32.75675675675666,-89.47297297297291,74
504,4.2,1887.603448275862,989.9655172413793,-32.39655172413791,-90.0344827586207,58
508,4.233333333333333,1887.6140350877192,989.9298245614035,-32.38596491228077,-90.0701754385965,57
512,4.266666666666667,1887.0285714285715,989.3571428571429,-32.97142857142853,-90.64285714285711,70
516,4.3,1886.6029411764705,989.1029411764706,-33.397058823529505,-90.89705882352939,68
520,4.333333333333333,1886.641791044776,989.0746268656717,-33.35820895522397,-90.92537313432831,67
524,4.366666666666666,1886.7014925373135,989.0298507462687,-33.29850746268653,-90.97014925373128,67
528,4.4,1886.7794117647059,989.0,-33.220588235294144,-91.0,68
532,4.433333333333334,1887.274193548387,988.9677419354839,-32.725806451612925,-91.0322580645161,62
536,4.466666666666667,1887.2333333333333,988.8833333333333,-32.76666666666665,-91.11666666666667,60
540,4.5,1940.6724137931035,896.8620689655172,20.672413793103487,-183.1379310344828,58
544,4.533333333333333,1940.327868852459,896.639344262295,20.327868852459005,-183.36065573770497,61
548,4.566666666666666,1886.75,988.2777777777778,-33.25,-91.72222222222217,72
552,4.6,1886.7777777777778,988.6913580246913,-33.22222222222217,-91.30864197530866,81
556,4.633333333333334,1886.8658536585365,988.7682926829268,-33.13414634146352,-91.23170731707319,82
560,4.666666666666667,1886.6623376623377,988.5324675324675,-33.33766233766232,-91.46753246753246,77
564,4.7,1886.5194805194806,988.5974025974026,-33.48051948051943,-91.4025974025974,77
568,4.733333333333333,1886.5526315789473,988.578947368421,-33.447368421052715,-91.42105263157896,76
572,4.766666666666667,1886.2567567567567,988.5405405405405,-33.74324324324334,-91.45945945945948,74
576,4.8,1886.32,988.5066666666667,-33.680000000000064,-91.49333333333334,75
580,4.833333333333333,1920.9708737864078,1052.0194174757282,0.9708737864077648,-27.980582524271767,103
584,4.866666666666666,1921.2372881355932,1048.7838983050847,1.2372881355931895,-31.216101694915324,236
588,4.9,1920.7418032786886,1040.877049180328,0.7418032786886215,-39.12295081967204,244
592,4.933333333333334,1920.6345381526105,1032.9598393574297,0.634538152610503,-47.0401606425703,249
596,4.966666666666667,1920.6544715447155,1025.060975609756,0.654471544715534,-54.93902439024396,246
600,5.0,1920.572033898305,1017.6525423728813,0.5720338983051079,-62.34745762711873,236
604,5.033333333333333,1920.6363636363637,1009.6942148760331,0.6363636363637397,-70.30578512396687,242
608,5.066666666666666,1920.6791666666666,1002.2958333333333,0.6791666666665606,-77.70416666666665,240
612,5.1,1920.5877551020408,994.8244897959183,0.5877551020407736,-85.17551020408166,245
616,5.133333333333334,1920.5785123966941,987.3181818181818,0.5785123966941228,-92.68181818181824,242
620,5.166666666666667,1920.6820083682007,980.1673640167364,0.6820083682007407,-99.83263598326357,239
624,5.2,1921.1735537190082,972.9132231404958,1.1735537190081686,-107.0867768595042,242
628,5.233333333333333,1921.1882845188284,966.0753138075313,1.1882845188283682,-113.9246861924687,239
632,5.266666666666667,1921.1802575107297,959.3347639484979,1.1802575107296889,-120.66523605150212,233
636,5.3,1921.308370044053,952.0969162995594,1.3083700440529356,-127.90308370044056,227
640,5.333333333333333,1921.2987012987014,944.7922077922078,1.2987012987014168,-135.20779220779218,231
644,5.366666666666666,1921.3832599118944,937.7797356828194,1.3832599118943563,-142.22026431718064,227
648,5.4,1921.3506493506493,931.2770562770563,1.3506493506492916,-148.72294372294368,231
652,5.433333333333334,1921.3162790697675,926.1302325581396,1.316279069767461,-153.8697674418604,215
656,5.466666666666667,1921.092511013216,918.1806167400881,1.0925110132159261,-161.8193832599119,227
660,5.5,1921.448275862069,912.0387931034483,1.4482758620690674,-167.96120689655174,232
664,5.533333333333333,1918.4688644688645,905.8681318681319,-1.5311355311355328,-174.13186813186815,273
668,5.566666666666666,1921.280701754386,900.0964912280701,1.280701754385973,-179.90350877192986,228
672,5.6,1926.2889610389611,894.0194805194806,6.2889610389611335,-185.98051948051943,308
676,5.633333333333334,1926.4617834394905,889.5987261146497,6.461783439490546,-190.4012738853503,314
680,5.666666666666667,1921.9303278688524,882.4016393442623,1.9303278688523733,-197.59836065573768,244
684,5.7,1922.0323886639676,876.7894736842105,2.0323886639675948,-203.21052631578948,247
688,5.733333333333333,1922.1338912133892,871.0,2.1338912133892336,-209.0,239
692,5.766666666666667,1922.0242914979758,865.3522267206478,2.0242914979758098,-214.64777327935224,247
696,5.8,1922.025,859.9833333333333,2.025000000000091,-220.01666666666665,240
700,5.833333333333333,1921.9049773755655,854.1402714932127,1.9049773755655224,-225.8597285067873,221
704,5.866666666666666,1922.248,848.828,2.2480000000000473,-231.17200000000003,250
708,5.9,1922.4377682403433,843.6137339055795,2.4377682403433028,-236.38626609442053,233
712,5.933333333333334,1922.1173913043478,838.4739130434782,2.117391304347848,-241.5260869565218,230
716,5.966666666666667,1922.1447368421052,832.5131578947369,2.1447368421052033,-247.48684210526312,228
720,6.0,1922.1348837209302,827.4976744186047,2.1348837209302474,-252.50232558139533,215
724,6.033333333333333,1922.0689655172414,821.8663793103449,2.068965517241395,-258.1336206896551,232
728,6.066666666666666,1922.281746031746,815.6587301587301,2.2817460317460245,-264.3412698412699,252
732,6.1,1921.4389140271494,811.4615384615385,1.4389140271493943,-268.53846153846155,221
736,6.133333333333334,1922.2914798206277,806.0269058295964,2.2914798206277283,-273.97309417040356,223
740,6.166666666666667,1921.9752066115702,799.7892561983471,1.9752066115702291,-280.21074380165294,242
744,6.2,1922.012048192771,795.5100401606426,2.01204819277109,-284.4899598393574,249
748,6.233333333333333,1921.888888888889,790.1244444444444,1.8888888888889142,-289.8755555555556,225
752,6.266666666666667,1921.816,783.572,1.816000000000031,-296.428,250
756,6.3,1921.6707317073171,778.8333333333334,1.6707317073171453,-301.16666666666663,246
760,6.333333333333333,1921.096654275093,773.7100371747212,1.0966542750929875,-306.28996282527885,269
764,6.366666666666666,1921.6793248945148,768.717299578059,1.6793248945148207,-311.28270042194094,237
768,6.4,1920.5469387755102,763.065306122449,0.5469387755101707,-316.934693877551,245
772,6.433333333333334,1921.1701244813278,757.6721991701245,1.1701244813277754,-322.3278008298755,241
776,6.466666666666667,1920.1699604743083,752.5691699604743,0.16996047430825456,-327.43083003952574,253
780,6.5,1920.4439834024897,747.5103734439834,0.4439834024897209,-332.48962655601656,241
784,6.533333333333333,1920.4267782426778,742.6694560669456,0.42677824267775577,-337.3305439330544,239
788,6.566666666666666,1919.38,737.504,-0.6199999999998909,-342.496,250
792,6.6,1919.6714285714286,732.5357142857143,-0.3285714285714221,-347.46428571428567,280
796,6.633333333333334,1919.4549019607844,727.0980392156863,-0.5450980392156453,-352.9019607843137,255
800,6.666666666666667,1919.2751937984497,722.1472868217054,-0.7248062015503365,-357.8527131782946,258
804,6.7,1919.5115384615385,717.0923076923077,-0.488461538461479,-362.9076923076923,260
808,6.733333333333333,1919.8221343873518,712.6719367588933,-0.1778656126482474,-367.32806324110675,253
812,6.766666666666667,1919.84388185654,708.2995780590717,-0.1561181434599348,-371.7004219409283,237
816,6.8,1919.9016393442623,705.2786885245902,-0.09836065573767883,-374.72131147540983,183
820,6.833333333333333,1884.35,996.725,-35.65000000000009,-83.27499999999998,80
824,6.866666666666666,1942.051948051948,898.1688311688312,22.051948051948102,-181.83116883116884,77
828,6.9,1885.2388059701493,996.8656716417911,-34.761194029850685,-83.1343283582089,67
832,6.933333333333334,1885.1014492753623,996.8985507246377,-34.898550724637744,-83.10144927536226,69
836,6.966666666666667,1885.4,997.0,-34.59999999999991,-83.0,70
840,7.0,1885.2328767123288,997.3972602739726,-34.76712328767121,-82.60273972602738,73
844,7.033333333333333,1885.236111111111,997.4583333333333,-34.763888888888914,-82.54166666666674,72
848,7.066666666666666,1885.1538461538462,997.3538461538462,-34.84615384615381,-82.64615384615377,65
852,7.1,1885.1764705882354,997.8382352941176,-34.82352941176464,-82.16176470588243,68
856,7.133333333333334,1885.1764705882354,997.8823529411765,-34.82352941176464,-82.11764705882354,68
860,7.166666666666667,1885.1764705882354,997.8823529411765,-34.82352941176464,-82.11764705882354,68
864,7.2,1885.4262295081967,997.7540983606557,-34.573770491803316,-82.24590163934431,61
868,7.233333333333333,1885.5223880597016,998.0895522388059,-34.4776119402984,-81.91044776119406,67
872,7.266666666666667,1885.5873015873017,998.8571428571429,-34.41269841269832,-81.14285714285711,63
876,7.3,1885.6142857142856,999.2428571428571,-34.38571428571436,-80.75714285714287,70
880,7.333333333333333,1885.5507246376812,999.2898550724638,-34.44927536231876,-80.71014492753625,69
884,7.366666666666666,1885.7714285714285,999.6571428571428,-34.22857142857151,-80.34285714285716,70
888,7.4,1885.6142857142856,1000.2428571428571,-34.38571428571436,-79.75714285714287,70
892,7.433333333333334,1885.6176470588234,1000.3235294117646,-34.38235294117658,-79.67647058823536,68
896,7.466666666666667,1885.5507246376812,1000.2898550724638,-34.44927536231876,-79.71014492753625,69
900,7.5,1885.6857142857143,1000.7,-34.31428571428569,-79.29999999999995,70
904,7.533333333333333,1885.6,1001.1714285714286,-34.40000000000009,-78.82857142857142,70
908,7.566666666666666,1885.5507246376812,1001.2898550724638,-34.44927536231876,-78.71014492753625,69
912,7.6,1885.6716417910447,1001.3731343283582,-34.32835820895525,-78.62686567164178,67
916,7.633333333333334,1885.609375,1001.890625,-34.390625,-78.109375,64
920,7.666666666666667,1885.484375,1001.96875,-34.515625,-78.03125,64
924,7.7,1885.619718309859,1002.5211267605634,-34.38028169014092,-77.47887323943655,71
928,7.733333333333333,1885.553846153846,1002.9230769230769,-34.44615384615395,-77.0769230769231,65
932,7.766666666666667,1885.4126984126983,1003.0,-34.58730158730168,-77.0,63
936,7.8,1885.536231884058,1004.1449275362319,-34.463768115942,-75.85507246376812,69
940,7.833333333333333,1885.4626865671642,1004.1940298507463,-34.537313432835845,-75.80597014925365,67
944,7.866666666666666,1885.4117647058824,1004.3235294117646,-34.58823529411757,-75.67647058823536,68
948,7.9,1885.34375,1004.890625,-34.65625,-75.109375,64
952,7.933333333333334,1885.1830985915492,1005.3098591549297,-34.8169014084508,-74.69014084507035,71
956,7.966666666666667,1885.0806451612902,1005.5645161290322,-34.91935483870975,-74.4354838709678,62
960,8.0,1885.3623188405797,1006.3623188405797,-34.637681159420254,-73.63768115942025,69
964,8.033333333333333,1885.138888888889,1006.3472222222222,-34.861111111111086,-73.65277777777783,72
968,8.066666666666666,1885.1159420289855,1007.072463768116,-34.8840579710145,-72.927536231884,69
972,8.1,1885.3623188405797,1007.3623188405797,-34.637681159420254,-72.63768115942025,69
976,8.133333333333333,1885.1714285714286,1008.2857142857142,-34.82857142857142,-71.71428571428578,70
980,8.166666666666666,1885.0704225352113,1008.3802816901409,-34.929577464788736,-71.61971830985908,71
984,8.2,1884.8309859154929,1008.5633802816901,-35.169014084507126,-71.43661971830988,71
988,8.233333333333333,1884.8666666666666,1009.2266666666667,-35.13333333333344,-70.77333333333331,75
992,8.266666666666667,1884.7179487179487,1009.3461538461538,-35.28205128205127,-70.65384615384619,78
996,8.3,1951.1758241758241,880.6153846153846,31.17582417582412,-199.38461538461536,182
1000,8.333333333333334,1884.828947368421,1010.2631578947369,-35.17105263157896,-69.73684210526312,76
1004,8.366666666666667,1885.012987012987,1011.012987012987,-34.98701298701303,-68.98701298701303,77
1008,8.4,1885.0,1011.3125,-35.0,-68.6875,80
1012,8.433333333333334,1885.5394736842104,1011.5526315789473,-34.46052631578959,-68.44736842105272,76
1016,8.466666666666667,1885.1066666666666,1012.0666666666666,-34.89333333333343,-67.9333333333334,75
1020,8.5,1885.1538461538462,1012.6923076923076,-34.84615384615381,-67.30769230769238,78
1024,8.533333333333333,1885.26582278481,1012.7848101265822,-34.7341772151899,-67.21518987341778,79
1028,8.566666666666666,1884.8472222222222,1013.0138888888889,-35.15277777777783,-66.98611111111109,72
1032,8.6,1885.3875,1013.5,-34.612499999999955,-66.5,80
1036,8.633333333333333,1885.144927536232,1013.7971014492754,-34.85507246376801,-66.20289855072463,69
1040,8.666666666666666,1885.128205128205,1014.2820512820513,-34.87179487179492,-65.71794871794873,78
1044,8.7,1885.4153846153847,1014.8461538461538,-34.58461538461529,-65.15384615384619,65
1048,8.733333333333333,1885.5,1015.078125,-34.5,-64.921875,64
1052,8.766666666666667,1885.5384615384614,1015.5384615384615,-34.46153846153857,-64.46153846153845,65
1056,8.8,1885.5714285714287,1016.1111111111111,-34.42857142857133,-63.888888888888914,63
1060,8.833333333333334,1885.4754098360656,1016.0983606557377,-34.52459016393436,-63.90163934426232,61
1064,8.866666666666667,1885.672131147541,1016.4590163934427,-34.327868852459005,-63.54098360655735,61
1068,8.9,1885.6615384615384,1017.0153846153846,-34.338461538461615,-62.98461538461538,65
1072,8.933333333333334,1885.6470588235295,1017.6470588235294,-34.352941176470495,-62.35294117647061,68
1076,8.966666666666667,1885.344262295082,1017.9508196721312,-34.65573770491801,-62.04918032786884,61
1080,9.0,1885.0454545454545,1018.0757575757575,-34.954545454545496,-61.92424242424249,66
1084,9.033333333333333,1959.0714285714287,729.7428571428571,39.07142857142867,-350.25714285714287,70
1088,9.066666666666666,1884.5079365079364,1018.6349206349207,-35.49206349206361,-61.36507936507928,63
1092,9.1,1884.4027777777778,1019.7361111111111,-35.59722222222217,-60.263888888888914,72
1096,9.133333333333333,1884.2941176470588,1019.5147058823529,-35.70588235294122,-60.48529411764707,68
1100,9.166666666666666,1883.943661971831,1019.887323943662,-36.056338028168966,-60.112676056338046,71
1104,9.2,1883.6944444444443,1020.5138888888889,-36.30555555555566,-59.486111111111086,72
1108,9.233333333333333,1883.661971830986,1020.6760563380282,-36.338028169014024,-59.32394366197184,71
1112,9.266666666666667,1883.5416666666667,1020.7083333333333,-36.45833333333326,-59.29166666666674,72
1116,9.3,1883.6666666666667,1020.3333333333333,-36.33333333333326,-59.66666666666674,63
1120,9.333333333333334,1883.6666666666667,1020.3333333333333,-36.33333333333326,-59.66666666666674,63
1124,9.366666666666667,1883.701754385965,1020.2456140350878,-36.29824561403507,-59.75438596491222,57
1128,9.4,1883.8135593220338,1020.4915254237288,-36.186440677966175,-59.50847457627117,59
1132,9.433333333333334,1884.2881355932204,1020.7796610169491,-35.71186440677957,-59.22033898305085,59
1136,9.466666666666667,1884.4666666666667,1020.9,-35.5333333333333,-59.10000000000002,60
